round,stage,detail,cid,seconds
7,client_quant_encode,fixed-point quantization and signed encoding,1,7.949999780976214e-05
7,client_masking,xMask = x + m,1,2.010000025620684e-05
7,client_paillier_encrypt,coordinate-wise Paillier encryption,1,29.911030500003108
7,client_cipher_hash,hash encrypted vector,1,0.04860919999919133
7,client_pedersen_commit,Pedersen vector commitment,1,4.024605099999462
7,client_receipt_sign,sign upload receipt,1,0.000525999999808846
7,client_upload_pack,build upload message,1,0.023574099999677856
7,client_weight_compute,client aggregation weight,4,8.600000001024455e-06
7,client_local_train,local SGD training,4,0.40367370000240044
7,client_model_delta,weighted local model delta,4,0.0005547000000660773
7,client_quant_encode,fixed-point quantization and signed encoding,4,7.760000153211877e-05
7,client_masking,xMask = x + m,4,1.8500002624932677e-05
7,client_paillier_encrypt,coordinate-wise Paillier encryption,4,29.977902200000244
7,client_cipher_hash,hash encrypted vector,4,0.0434291999990819
7,client_pedersen_commit,Pedersen vector commitment,4,3.99868079999942
7,client_receipt_sign,sign upload receipt,4,0.0004680999991251156
7,client_upload_pack,build upload message,4,0.025914300000295043
7,client_weight_compute,client aggregation weight,3,7.199996616691351e-06
7,client_local_train,local SGD training,3,0.40476309999939986
7,client_model_delta,weighted local model delta,3,0.0006063000000722241
7,client_quant_encode,fixed-point quantization and signed encoding,3,8.299999899463728e-05
7,client_masking,xMask = x + m,3,2.1899999410379678e-05
7,client_paillier_encrypt,coordinate-wise Paillier encryption,3,30.043859299999895
7,client_cipher_hash,hash encrypted vector,3,0.0446780000020226
7,client_pedersen_commit,Pedersen vector commitment,3,4.081576000000496
7,client_receipt_sign,sign upload receipt,3,0.0006877000014355872
7,client_upload_pack,build upload message,3,0.023937899997690693
7,client_weight_compute,client aggregation weight,5,7.499998901039362e-06
7,client_local_train,local SGD training,5,0.3995723000007274
7,client_model_delta,weighted local model delta,5,0.0006767999984731432
7,client_quant_encode,fixed-point quantization and signed encoding,5,9.549999958835542e-05
7,client_masking,xMask = x + m,5,2.2500000341096893e-05
7,client_paillier_encrypt,coordinate-wise Paillier encryption,5,30.061500799998612
7,client_cipher_hash,hash encrypted vector,5,0.0496290000010049
7,client_pedersen_commit,Pedersen vector commitment,5,4.156825599999138
7,client_receipt_sign,sign upload receipt,5,0.0003612000000430271
7,client_upload_pack,build upload message,5,0.020613299999240553
